product_id,sku,category_code,brand_code,color,size,material,weight_grams,length_cm,width_cm,height_cm,rating_count,file_name,ingest_timestamp
2000000002682,NTHR-APP-0007G,app,nthr,White,L,Leather,151g,"28,0",13.3,2.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002699,NOVW-CE-0007H,ce,novw,Yellow,One-Size,Ruber,973g,"8,9",14.5,12.5,16,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002705,ECOT-CE-0007I,ce,ecot,Yellow,One-Size,Coton,138g,"19,2",9.5,15.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002712,SLKE-BPC-0007J,bpc,slke,Green,One-Size,Polyester,166g,"18,8",16.2,8.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002729,FRFL-GRC-0007K,grcy,frfl,White,One-Size,Glass,365g,"7,8",20.7,8.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002736,GLOW-BPC-0007L,bpc,glow,Gray,One-Size,Plastic,226g,"13,6",10.1,6.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002743,VOLT-CE-0007M,ce,volt,Purple,One-Size,Ruber,801g,"35,2",12.8,11.1,7,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002750,MOSA-APP-0007N,app,mosa,Purple,L,Polyester,266g,"22,6",12.7,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002767,BYTM-CE-0007O,ce,bytm,Green,One-Size,Leather,120g,"15,9",19.7,10,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002774,SKYL-CE-0007P,ce,skyl,Yellow,One-Size,Wood,97g,"24,0",10.3,6.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002781,DMLX-BPC-0007Q,bpc,dmlx,Green,One-Size,Glass,331g,"23,8",8,9.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002798,SKYL-CE-0007R,ce,skyl,Gray,One-Size,Leather,107g,"3,0",9.4,11.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002804,WRMH-HNK-0007S,hnk,wrmh,White,One-Size,Polyester,308g,"31,6",16.4,4.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002811,BTNQ-BPC-0007T,bpc,btnq,Beige,One-Size,Glass,266g,"20,0",10.9,11,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002828,AQPR-HNK-0007U,hnk,aqpr,Pink,One-Size,Ruber,478g,"20,4",13.1,11.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002835,ABLF-APP-0007V,app,ablf,Blue,One-Size,Wood,144g,"24,2",2.8,3.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002842,GRBK-GRC-0007W,grcy,grbk,Purple,One-Size,Plastic,516g,"24,8",23.5,3.6,10,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002859,MOSA-APP-0007X,app,mosa,Pink,S,Steel,189g,"20,0",17.8,4.6,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002866,PGTR-BKS-0007Y,bks,pgtr,null,One-Size,Polyester,122g,"17,7",18,10.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002873,CKMT-HNK-0007Z,hnk,ckmt,Red,One-Size,Paper,156g,"20,9",12.4,12,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002880,ACME-CE-00080,ce,acme,Purple,One-Size,Plastic,138g,"11,1",13.3,8.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002897,FTFX-APP-00081,app,ftfx,Beige,One-Size,Plastic,246g,"11,6",12.1,11,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002903,URTL-APP-00082,app,urtl,Gray,One-Size,Steel,503g,"27,0",6.3,10.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002910,FRFL-GRC-00083,grcy,frfl,Gray,One-Size,Coton,283g,"20,7",21,5.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002927,KDLN-TOY-00084,toy,kdln,Green,One-Size,Leather,163g,"22,7",16.7,7.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002934,GRBK-GRC-00085,grcy,grbk,Red,One-Size,Glass,197g,"20,2",10.7,7.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002941,PRSD-SPT-00086,spt,prsd,Gray,S,Paper,215g,"19,1",17,13.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002958,FTFX-APP-00087,app,ftfx,Yellow,XXL,Wood,777g,"27,2",3.6,8,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002965,NTCH-GRC-00088,grcy,ntch,Red,One-Size,Alumium,148g,"24,2",13.6,8.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002972,SKYL-CE-00089,ce,skyl,Green,One-Size,Polyester,178g,"15,4",17.5,13.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002989,SMLN-SPT-0008A,spt,smln,Navy,M,Coton,138g,"26,6",13.1,8.1,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000002996,ACME-CE-0008B,ce,acme,Black,One-Size,Alumium,140g,"21,9",5.4,6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003009,CBLT-APP-0008C,app,cblt,Gray,One-Size,Plastic,117g,"10,6",14.3,6.3,20,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003016,URTL-APP-0008D,app,urtl,Black,L,Wood,285g,"32,6",12.3,6.1,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003023,CSNV-HNK-0008E,hnk,csnv,Pink,One-Size,Alumium,387g,"26,5",7,9.3,20,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003030,CKMT-HNK-0008F,hnk,ckmt,Green,One-Size,Coton,222g,"23,2",9.3,11.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003047,ABLF-APP-0008G,app,ablf,White,One-Size,Glass,505g,"8,6",7.1,6.8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003054,ALMS-BPC-0008H,bpc,alms,Green,One-Size,Wood,654g,"16,1",14.7,12.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003061,ABLF-APP-0008I,app,ablf,Black,M,Steel,147g,"18,4",9.7,5.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003078,SWCR-SPT-0008J,spt,swcr,Blue,XS,Wood,139g,"28,0",12.6,12.6,19,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003085,QLHS-BKS-0008K,bks,qlhs,null,One-Size,Paper,475g,"21,9",4.3,7.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003092,KDLN-TOY-0008L,toy,kdln,Red,One-Size,Glass,323g,"15,7",17.3,11.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003108,ZNTH-CE-0008M,ce,znth,White,One-Size,Ruber,787g,"12,5",20.1,7,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003115,AQPR-HNK-0008N,hnk,aqpr,Pink,One-Size,Alumium,39g,"20,5",16.7,5,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003122,ZNTH-CE-0008O,ce,znth,Silver,One-Size,Polyester,391g,"32,2",16.4,10.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003139,DLHV-GRC-0008P,grcy,dlhv,Gray,One-Size,Paper,701g,"29,3",11.6,10.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003146,HRBC-BPC-0008Q,bpc,hrbc,Navy,One-Size,Leather,162g,"15,1",11.5,7.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003153,NTHR-APP-0008R,app,nthr,Purple,XXL,Paper,149g,"39,9",18.3,4.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003160,HRBC-BPC-0008S,bpc,hrbc,Yellow,One-Size,Polyester,635g,"33,1",27.8,4.6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003177,STCR-HNK-0008T,hnk,stcr,Red,One-Size,Plastic,74g,"24,4",11,8,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003184,RDMR-BKS-0008U,bks,rdmr,null,One-Size,Ruber,133g,"19,8",12.1,9.4,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003191,ABLF-APP-0008V,app,ablf,Yellow,XS,Coton,249g,"20,9",8.6,11.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003207,NOVW-CE-0008W,ce,novw,Navy,One-Size,Polyester,141g,"17,9",20,10.4,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003214,VOLT-CE-0008X,ce,volt,Yellow,One-Size,Paper,239g,"27,4",23,5.7,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003221,KDLN-TOY-0008Y,toy,kdln,Purple,One-Size,Alumium,119g,"21,7",19.3,9.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003238,TNGR-TOY-0008Z,toy,tngr,Gray,One-Size,Coton,538g,"12,7",9.1,7.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003245,CBLT-APP-00090,app,cblt,Blue,XXL,Polyester,685g,"17,1",12.2,7.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003252,PLCB-TOY-00091,toy,plcb,Silver,One-Size,Leather,113g,"31,4",11.4,8.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003269,FTFX-APP-00092,app,ftfx,Blue,M,Wood,173g,"28,4",11.1,6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003276,STCR-HNK-00093,hnk,stcr,Purple,One-Size,Coton,177g,"11,7",9,7.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003283,CKMT-HNK-00094,hnk,ckmt,Blue,One-Size,Polyester,262g,"21,2",11.8,8.2,25,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003290,RDMR-BKS-00095,bks,rdmr,null,One-Size,Plastic,238g,"3,0",18.6,7.3,8,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003306,FTFX-APP-00096,app,ftfx,White,XL,Steel,198g,"18,0",16.9,5.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003313,VOLT-CE-00097,ce,volt,Gray,One-Size,Paper,484g,"12,2",16.9,7.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003320,PRLV-HNK-00098,hnk,prlv,Pink,One-Size,Wood,527g,"7,5",2,9.7,261,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003337,ZNTH-CE-00099,ce,znth,Navy,One-Size,Ruber,271g,"18,4",6.1,2.9,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003344,SKYL-CE-0009A,ce,skyl,Black,One-Size,Glass,252g,"24,5",21.3,6.6,34,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003351,DLHV-GRC-0009B,grcy,dlhv,Blue,One-Size,Leather,237g,"22,0",4.4,8.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003368,DLHV-GRC-0009C,grcy,dlhv,Gray,One-Size,Polyester,676g,"19,4",2.8,10.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003375,AQPR-HNK-0009D,hnk,aqpr,Pink,One-Size,Ruber,340g,"28,5",13,12.9,21,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003382,CBLT-APP-0009E,app,cblt,Purple,S,Paper,416g,"17,7",11.7,9.5,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003399,HMNS-HNK-0009F,hnk,hmns,Gray,One-Size,Paper,60g,"11,9",9.1,4,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003405,ACME-CE-0009G,ce,acme,Green,One-Size,Glass,703g,"24,8",14.5,6.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003412,ABLF-APP-0009H,app,ablf,Purple,M,Leather,1130g,"16,9",8.6,5.8,5,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003429,FTFX-APP-0009I,app,ftfx,Yellow,One-Size,Alumium,213g,"16,3",12.2,2.8,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003436,PHTX-CE-0009J,ce,phtx,Red,One-Size,Wood,128g,"28,4",15.8,10.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003443,PGTR-BKS-0009K,bks,pgtr,null,One-Size,Alumium,76g,"24,0",2,7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003450,CBLT-APP-0009L,app,cblt,Red,XS,Leather,95g,"10,8",7.8,4.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003467,BTNQ-BPC-0009M,bpc,btnq,Pink,One-Size,Polyester,296g,"29,6",9,14.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003474,PGTR-BKS-0009N,bks,pgtr,null,One-Size,Plastic,332g,"20,6",17.3,5.1,17,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003481,HRBC-BPC-0009O,bpc,hrbc,Green,One-Size,Polyester,350g,"26,6",13.6,6.4,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003498,GRBK-GRC-0009P,grcy,grbk,Black,One-Size,Wood,616g,"22,8",7.6,6.4,14,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003504,ALMS-BPC-0009Q,bpc,alms,Blue,One-Size,Alumium,293g,"4,4",10.2,1.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003511,SKYL-CE-0009R,ce,skyl,Silver,One-Size,Coton,294g,"19,0",16.8,5.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003528,RKBR-TOY-0009S,toy,rkbr,Navy,One-Size,Glass,360g,"25,4",2.3,5.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003535,GLOW-BPC-0009T,bpc,glow,Red,One-Size,Leather,161g,"15,7",17,11.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003542,WRMH-HNK-0009U,hnk,wrmh,Beige,One-Size,Leather,443g,"23,3",12.5,9.2,6,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003559,NOVW-CE-0009V,ce,novw,Black,One-Size,Plastic,335g,"27,2",5.2,8.6,12,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003566,MOSA-APP-0009W,app,mosa,Beige,XL,Ruber,328g,"15,4",16.4,8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003573,WRMH-HNK-0009X,hnk,wrmh,Red,One-Size,Alumium,237g,"11,8",6.8,10.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003580,PRSD-SPT-0009Y,spt,prsd,Silver,L,Paper,387g,"19,4",6.1,11.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003597,URTL-APP-0009Z,app,urtl,Yellow,XL,Ruber,101g,"35,8",14.1,11.1,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003603,ALMS-BPC-000A0,bpc,alms,Silver,One-Size,Steel,426g,"18,5",12.7,8.4,16,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003610,ACME-CE-000A1,ce,acme,Purple,One-Size,Glass,317g,"24,7",11.5,7.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003627,HRBC-BPC-000A2,bpc,hrbc,Navy,One-Size,Polyester,197g,"25,6",5.9,12.9,25,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003634,PLCB-TOY-000A3,toy,plcb,Pink,One-Size,Ruber,676g,"20,1",9,7.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003641,ACME-CE-000A4,ce,acme,Green,One-Size,Leather,216g,"25,8",12.7,11.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003658,PRLV-HNK-000A5,hnk,prlv,Red,One-Size,Coton,243g,"21,3",10.6,11.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003665,SKYL-CE-000A6,ce,skyl,Silver,One-Size,Polyester,153g,"13,0",17.7,4.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003672,HRBC-BPC-000A7,bpc,hrbc,Black,One-Size,Glass,545g,"3,0",11.9,7.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003689,BTNQ-BPC-000A8,bpc,btnq,Gray,One-Size,Leather,567g,"24,8",10,6.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003696,RKBR-TOY-000A9,toy,rkbr,Gray,One-Size,Steel,208g,"31,1",15.2,12.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003702,GLOW-BPC-000AA,bpc,glow,Red,One-Size,Alumium,266g,"13,6",10.8,5.3,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003719,ACME-CE-000AB,ce,acme,Blue,One-Size,Plastic,386g,"6,9",14.4,4.8,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003726,CBLT-APP-000AC,app,cblt,Pink,L,Plastic,539g,"14,6",8.3,6,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003733,GRBK-GRC-000AD,grcy,grbk,Blue,One-Size,Coton,214g,"18,4",14.6,11.8,18,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003740,PRLV-HNK-000AE,hnk,prlv,White,One-Size,Glass,727g,"23,9",14.7,9.7,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003757,PHTX-CE-000AF,ce,phtx,Green,One-Size,Glass,405g,"20,9",17,9.6,4,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003764,STCR-HNK-000AG,hnk,stcr,Yellow,One-Size,Glass,124g,"21,1",11.4,4.7,36,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003771,WRMH-HNK-000AH,hnk,wrmh,White,One-Size,Wood,752g,"17,7",12.7,4.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003788,ALMS-BPC-000AI,bpc,alms,Gray,One-Size,Ruber,161g,"25,3",5.7,10.3,3,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003795,BLIN-BKS-000AJ,bks,blin,null,One-Size,Polyester,247g,"12,2",15.2,8.1,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003801,DMLX-BPC-000AK,bpc,dmlx,Yellow,One-Size,Paper,408g,"14,8",2,7.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003818,COTC-APP-000AL,app,cotc,Beige,L,Glass,883g,"14,0",2,7.7,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003825,FRMJ-GRC-000AM,grcy,frmj,Blue,One-Size,Paper,415g,"4,7",15.3,5.6,11,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003832,ACME-CE-000AN,ce,acme,White,One-Size,Wood,96g,"25,4",11,2.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003849,SWCR-SPT-000AO,spt,swcr,Navy,S,Coton,369g,"25,0",2.4,8.3,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003856,CKMT-HNK-000AP,hnk,ckmt,Gray,One-Size,Polyester,369g,"18,7",19,5.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003863,SKYL-CE-000AQ,ce,skyl,Green,One-Size,Paper,327g,"17,8",13.3,4.9,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003870,STCR-HNK-000AR,hnk,stcr,Yellow,One-Size,Glass,102g,"21,9",9,5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003887,BLIN-BKS-000AS,bks,blin,null,One-Size,Paper,374g,"21,4",14,6.6,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003894,PKPR-SPT-000AT,spt,pkpr,Blue,XXL,Plastic,137g,"10,2",9.2,7.6,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003900,CKMT-HNK-000AU,hnk,ckmt,Beige,One-Size,Steel,179g,"12,8",15,5.6,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003917,VOLT-CE-000AV,ce,volt,Pink,One-Size,Polyester,514g,"17,0",18.8,11.9,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003924,PHTX-CE-000AW,ce,phtx,Silver,One-Size,Paper,453g,"19,4",7.7,6.5,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003931,DLHV-GRC-000AX,grcy,dlhv,White,One-Size,Steel,245g,"29,8",16.9,3.8,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003948,DLHV-GRC-000AY,grcy,dlhv,Beige,One-Size,Leather,177g,"32,2",13.8,5.2,19,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003955,NTHR-APP-000AZ,app,nthr,Blue,XXL,Polyester,154g,"18,1",7.3,11.4,1,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003962,PRLV-HNK-000B0,hnk,prlv,Gray,One-Size,Steel,543g,"36,3",13.5,5.2,2,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003979,HMNS-HNK-000B1,hnk,hmns,White,One-Size,Alumium,225g,"24,5",8.7,7.9,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003986,WRMH-HNK-000B2,hnk,wrmh,Yellow,One-Size,Coton,136g,"30,8",18.5,7.1,13,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000003993,PKPR-SPT-000B3,spt,pkpr,Pink,S,Paper,56g,"36,3",12.8,9.2,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004006,PRLV-HNK-000B4,hnk,prlv,Green,One-Size,Leather,488g,"24,1",11.1,8.7,0,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
2000000004013,WRMH-HNK-000B5,hnk,wrmh,Green,One-Size,Paper,217g,"13,5",16.1,11.2,9,dbfs:/Volumes/ecommerce/source_data/raw/products/products.csv,2026-06-14T06:25:32.770Z
